
==============================================================================
                         MAGNETOMETER TELEMETRY DATA         
==============================================================================
FORMAT       : ASCII
SENSOR       : QMC5883P (Channel 4)
DATA_UNIT    : Gauss
MISSION_TIME : 2026-07-27_11:56:35
END_OF_HEADER
PC_TIMESTAMP                        X          Y          Z
==============================================================================
 2026-07-27 11:56:36.143 |        -0.221   -0.394   -0.550
 2026-07-27 11:56:37.152 |        -0.220   -0.394   -0.550
 2026-07-27 11:56:38.163 |        -0.220   -0.396   -0.550
 2026-07-27 11:56:39.173 |        -0.220   -0.394   -0.550
 2026-07-27 11:56:40.183 |        -0.222   -0.396   -0.546
 2026-07-27 11:56:41.193 |        -0.221   -0.394   -0.548
 2026-07-27 11:56:42.203 |        -0.221   -0.395   -0.550
 2026-07-27 11:56:43.213 |        -0.224   -0.395   -0.546
 2026-07-27 11:56:44.220 |        -0.221   -0.395   -0.550
 2026-07-27 11:56:45.233 |        -0.220   -0.394   -0.542
 2026-07-27 11:56:46.243 |        -0.222   -0.397   -0.544
 2026-07-27 11:56:47.253 |        -0.222   -0.391   -0.554
 2026-07-27 11:56:48.263 |        -0.219   -0.396   -0.552
 2026-07-27 11:56:49.273 |        -0.220   -0.396   -0.550
 2026-07-27 11:56:50.283 |        -0.222   -0.391   -0.549
 2026-07-27 11:56:51.293 |        -0.221   -0.397   -0.547
 2026-07-27 11:56:52.302 |        -0.221   -0.392   -0.550
 2026-07-27 11:56:53.309 |        -0.222   -0.393   -0.547
 2026-07-27 11:56:54.317 |        -0.220   -0.396   -0.550
 2026-07-27 11:56:55.333 |        -0.223   -0.397   -0.552
 2026-07-27 11:56:56.343 |        -0.220   -0.394   -0.550
 2026-07-27 11:56:57.349 |        -0.218   -0.398   -0.550
 2026-07-27 11:56:58.360 |        -0.221   -0.393   -0.543
 2026-07-27 11:56:59.373 |        -0.221   -0.395   -0.546
 2026-07-27 11:57:00.383 |        -0.221   -0.396   -0.554
 2026-07-27 11:57:01.394 |        -0.219   -0.395   -0.549
 2026-07-27 11:57:02.401 |        -0.220   -0.394   -0.548
 2026-07-27 11:57:03.411 |        -0.221   -0.397   -0.552
 2026-07-27 11:57:04.416 |        -0.222   -0.394   -0.551
 2026-07-27 11:57:05.434 |        -0.218   -0.393   -0.551
